6,5,11,50 (150),true
11,8,11,50,false
11,12,11,300,false
11,22,11,150,false
12,13,11,250,false
13,14,11,150,false
13,17,11,50,true
14,6,11,50,false
14,18,11,50 (200),false
20,21,11,50,false
22,20,11,50,false
22,23,11,100,true
23,24,11,50,false
24,19,11,50,false
