6,5,11,50 (100),true
7,19,11,50 (130),false
11,8,11,50,false
11,12,11,350,false
11,22,11,100,false
12,13,11,270,false
12,15,11,30,false
13,14,11,200,false
13,17,11,20,true
14,6,11,50,false
14,7,11,50,false
14,18,11,50 (270),false
15,16,11,30,false
16,17,11,30,false
20,21,11,50,false
20,23,11,10 (30),false
22,20,11,60,false
22,23,11,40,true
