lp_afiro,14,-4.65E+02,2.34E-03,true,8,-4.65E+02,6.69E-04,true,6,-4.65E+02,5.24E-04,true
lp_fit1p,23,9.15E+03,7.79E-01,true,13,9.15E+03,2.91E-02,true,860,9.15E+03,3.77E-02,true
lp_fit1d,26,-9.15E+03,5.83E-02,true,25,-9.15E+03,4.47E-02,false,69,-9.15E+03,1.11E-02,false
lp_sctap2,21,1.72E+03,4.54E-02,true,12,1.72E+03,2.65E-02,true,912,1.72E+03,1.63E-02,true
lp_czprob,46,2.19E+06,9.83E-02,true,26,2.19E+06,5.96E-02,true,733,2.19E+06,2.46E-02,true
lp_sctap3,21,1.42E+03,5.91E-02,true,11,1.42E+03,8.47E-02,true,1237,1.42E+03,1.84E-02,true
