3,6,false,400
3,7,false,100
5,10,false,50
6,5,false,100
6,14,false,300
7,19,false,100
9,8,false,50
10,9,false,50
13,12,false,50
14,13,true,100
14,18,false,150
18,17,false,50
18,21,false,50
19,24,false,50
24,23,false,50
